radius,length,start_x,start_y,start_z,end_x,end_y,end_z
0.171673,1.31513,7.76384,8.77975,-0.702506,8.96336,9.29062,-0.874925
0.0857565,0.635579,2.03389,0.0606332,-0.168054,1.40091,0.0251654,-0.122931
0.127691,0.673651,245.462,10.2463,-6.97595,244.797,10.2981,-6.88387
0.265744,1.03681,10.1294,8.86645,-1.21504,9.20778,9.28382,-0.988498
0.101471,3.24316,251.514,9.98359,1.79412,248.288,9.88694,1.47441
0.094008,1.16094,2.63237,0.0789416,-0.257521,3.78619,0.0750415,-0.385842
0.217395,0.701664,260.76,1.22787,-6.13567,260.06,1.2748,-6.12065
0.112568,1.19349,9.97073,9.07635,-1.06316,11.1547,9.05296,-1.2119
0.0849247,0.562399,265.349,1.8337,2.13418,265.909,1.83216,2.1832
0.12452,0.479886,243.855,10.2405,-6.93727,244.33,10.2434,-7.00723
0.114231,0.644783,11.9242,8.98518,-1.31395,11.2978,9.10291,-1.2165
0.189184,0.625168,259.32,1.5556,-6.42564,259.78,1.63874,-6.01074
0.189184,1.23927,259.094,1.51476,-6.62942,260.006,1.67957,-5.80697
0.151832,0.841984,265.167,2.01159,2.21383,264.411,1.81001,1.90462
0.125222,0.630505,242.983,10.226,-7.04304,243.61,10.2356,-6.97994
0.152726,0.93335,259.186,1.403,-6.2603,258.266,1.3352,-6.40153
0.159382,1.98997,13.8895,9.2359,-1.47224,11.9084,9.08584,-1.36104
0.120345,0.613564,242.064,10.2649,-7.12156,242.672,10.259,-7.04271
0.102913,1.05554,257.852,1.34148,-6.34061,256.804,1.31187,-6.46264
0.136239,0.735152,15.5612,8.65296,5.59115,16.2747,8.73919,5.74595
0.201684,0.585459,241.334,10.1316,-7.31312,241.645,10.2465,-6.83076
0.078791,0.790675,255.733,1.35649,-6.52645,256.518,1.39898,-6.44226
0.113631,0.629943,240.328,10.2115,-7.22929,240.935,10.2639,-7.07019
0.0921401,1.2896,255.575,1.36401,-6.54162,254.29,1.36275,-6.65318
0.107832,1.6647,260.166,1.77381,1.8002,261.826,1.84703,1.89635
0.111451,1.90937,260.029,1.77758,1.82143,258.121,1.77907,1.75072
0.0708469,1.86206,18.7408,8.75197,5.39658,16.8841,8.73424,5.53667
0.214563,0.632897,238.605,10.2543,-7.47272,238.929,10.3536,-6.93831
0.120797,0.708457,253.436,1.34443,-6.65257,254.141,1.35719,-6.58568
0.14508,0.639401,237.663,10.2382,-7.45919,238.278,10.2753,-7.28912
0.182526,1.20489,251.99,1.40192,-6.69776,253.186,1.30233,-6.80758
0.232482,1.57085,256.384,1.96639,1.49937,257.899,2.06126,1.90339
0.127518,1.3104,9.08651,0.153511,-1.00662,7.79313,0.181086,-0.79794
0.0966843,0.45876,237.004,10.271,-7.39985,237.462,10.2673,-7.37643
0.123552,4.67105,241.863,9.83814,1.30631,246.53,9.87366,1.49338
0.0818356,2.46983,20.8805,8.76231,5.27227,18.419,8.77962,5.47374
0.131403,0.545683,236.544,10.2983,-7.27969,236.117,10.2801,-7.61951
0.0595666,0.346773,15.6947,9.04274,-1.63445,16.0376,9.09044,-1.6534
0.0993381,0.888942,250.744,1.32511,-6.72928,251.606,1.29355,-6.94556
0.141436,1.93315,9.0075,0.125128,-0.93964,10.9291,-0.0113127,-1.10115
0.177024,0.85938,235.936,10.2128,-7.29105,235.138,10.1154,-7.59464
0.116996,0.61587,250.059,1.29608,-6.92293,250.667,1.28194,-6.82146
0.0630832,0.864482,234.353,10.2158,-7.50139,235.212,10.1889,-7.59689
0.162616,0.648207,249.67,1.44982,-6.77726,249.123,1.43054,-7.12354
0.128424,0.825898,255.405,1.74877,1.49516,254.58,1.77791,1.47347
0.114103,0.656332,233.642,10.2388,-7.60094,234.293,10.2366,-7.518
0.0999619,0.462582,248.873,1.34446,-7.01219,248.411,1.34666,-7.00033
0.13594,0.941902,253.053,1.76249,1.28635,253.928,1.92198,1.59571
0.183698,0.59247,232.883,10.2541,-7.49695,233.395,10.2804,-7.79344
0.178993,0.722585,247.324,1.44544,-6.9252,248.006,1.38203,-7.15677
0.157325,1.94779,251.092,1.7859,1.39838,253.039,1.72964,1.42487
0.172455,0.595248,231.945,10.2538,-7.48073,232.448,10.2449,-7.79999
0.137302,1.01126,230.718,10.2615,-7.64798,231.716,10.2511,-7.8058
0.180662,0.89109,229.854,10.2774,-7.70464,230.739,10.2353,-7.80435
0.151168,0.60075,244.399,1.30345,-7.09534,244.993,1.26908,-7.17622
0.124158,1.25946,250.574,1.69685,1.18312,249.317,1.68775,1.09518
0.11713,5.10378,233.89,9.84091,0.943293,238.992,9.8477,1.09546
0.0854553,0.56371,11.6992,0.170001,-1.28446,11.1554,0.0345963,-1.22347
0.0973365,0.852351,244.144,1.37796,-7.1382,243.304,1.33001,-7.27519
0.0973365,0.661916,244.05,1.3726,-7.15351,243.398,1.33537,-7.25989
0.212645,2.76083,249.155,1.80833,1.30466,246.428,1.66362,0.900031
0.19194,0.586523,242.822,1.31178,-7.24412,243.394,1.24854,-7.36071
0.172383,0.980213,228.463,10.0901,-7.93323,227.562,10.3142,-7.62041
0.144528,0.607786,241.966,1.33459,-7.4364,242.545,1.40635,-7.26436
